x,y
280.7661653551934,-130.6680168314598
287.99664316428243,-136.2865871551349
301.05378547097916,-146.65479834984208
314.1067307761941,-157.0184208564691
327.1575562293257,-167.38164612817673
332.4672383407576,-171.5972337316455
345.5175009384535,-181.96234670661858
356.049809362604,-190.32832173973668
369.10176726573775,-200.69233303269468
382.1505889187399,-211.05429852489604
393.0156852497751,-219.72430465042177
403.2779707087705,-230.06204195700855
413.6306905273608,-243.1203528613171
423.11852247214193,-255.15875850379746
433.8626207273207,-267.9127339484206
444.30057152311036,-280.90747006027937
450.83603436566966,-289.22182719371773
462.7412114595161,-299.16783581215367
465.89998331074975,-301.20952710887946
472.5273098952991,-301.7740504533618
477.32949591702055,-298.18500806906604
478.8902934108087,-292.33409898289784
479.8659394983362,-282.46168043797604
475.9349593135339,-266.38269544902056
470.660845813059,-250.5605521720331
465.61296177590594,-234.66155338663467
460.74253894525623,-218.69359199887685
455.86832823147466,-202.73370895496242
451.1972918275437,-187.36691734144136
446.60455877131665,-176.6549390265141
441.09991400446864,-160.8749303346284
436.17399532116303,-144.9083160177061
430.2393306027903,-129.27422258119665
423.93814096535027,-113.86938532083995
415.15708838150186,-99.79674405003861
405.18701374602455,-86.40703136699537
392.8170362350289,-75.36586206982197
381.6522232118783,-66.708769255963
371.9268891877614,-62.91874949584283
358.89948071638094,-56.73546321275028
345.3592082266905,-52.69191724354251
345.3592082266905,-52.69191724354251
342.87828101937157,-52.07040690254886
329.1792729770603,-49.74550380788766
312.60854497051037,-47.93934652438489
296.0853931176079,-45.555333281950176
279.9581768326589,-41.04017163225238
263.98264957231567,-36.17581616236543
248.48825246513042,-29.929975822206178
233.4605143643954,-22.67759577350074
218.74662915949958,-14.833734981374565
204.52524079769188,-6.181227410800286
190.84706806440397,3.37591877848426
177.47070402295947,13.312180142503
164.67703163652428,23.95288685966602
152.09789360243198,34.829373449112076
140.1578468926029,46.38558808764675
129.33957742639552,58.917732782493715
119.62786041657246,72.28372534103474
111.68967598291542,85.00808117436138
102.83641301773993,99.06098905474417
100.05809936938765,103.25669331500066
91.65680187555881,117.56160125820163
87.11377432149735,125.64000413044278
78.71167953581963,139.97114342173194
69.84952880250444,154.0525857875857
61.042822580066286,168.16329114399474
51.070068285156246,181.3765752300873
40.75555249081685,194.42437636047507
29.40264173790638,206.51300029704035
23.918229455995622,211.0638367316237
16.90529763337086,216.45742106968325
7.439777020838189,221.94360949708417
-8.241042767362895,227.3949689981226
-24.557227869707024,229.55714273547366
-41.12227446156045,229.4809558123903
-57.730790438257785,229.29402437002955
-59.913831645157615,229.4297413087142
-64.72828489611162,229.34776039712338
-72.16294038100746,229.18415817844487
-86.15268862501544,231.26432403933373
-87.96383920879217,231.5875155196575
-97.14539330664553,233.41065452755805
-111.66936945252866,240.0538067385593
-124.535342298747,250.39563837661763
-135.22512350418748,263.19823568322704
-146.10963729417824,275.78980955888926
-157.6932110794916,287.6988381930457
-169.64462351867388,299.26295300385
-182.9554412638662,308.95981667591496
-197.45186202274806,316.7298148838756
-213.2367643509406,321.0920558873921
-229.14476062219137,325.4401987613836
-244.12366945303464,332.31350136368997
-258.0813053419432,341.2674811557201
-271.63961529901474,350.81439403098824
-284.942775817184,360.74563431363185
-297.6496700618665,371.43243091706586
-310.0290804955134,382.5102888620712
-322.16476865371504,393.81358642181823
-334.74014194335746,404.69364404450994
-339.5652251217948,408.80585496713104
-349.92773463406576,416.69069577456224
-364.28627324792967,421.5920080046638
-370.28940657745943,419.6939941129947
-383.0592876963292,410.017233695458
-393.761526769347,397.37901633909206
-403.9413410370207,384.2400213802948
-413.72811163519066,370.8047933966325
-423.51067728751667,357.4147265614783
-433.7711550258581,344.39840102346585
-444.0393640064628,331.29281001786325
-454.0798189736673,318.08633357131373
-464.1476561691889,304.8524494183225
-473.92843500570405,291.4179831747509
-484.29153851525604,278.44837037573967
-494.33593217843804,265.2107647410059
-504.0141819193995,251.67455893553588
-514.0730738284183,238.50671853352205
-520.245489647622,228.64361252557802
-523.3902788617584,219.38906007883057
-520.3246616957185,210.2758304025151
-513.0476224986369,195.40945442756555
-503.65225522417734,181.69272762566106
-499.9824423149818,176.23200086592703
-493.375387000829,165.8054427837992
-484.42419674037984,151.7953015189959
-475.082082873599,138.04605476737632
-466.0127201548281,124.12507380974661
-456.8368714624525,110.23258484235461
-447.60233020529074,96.36980340062394
-438.40291024946816,82.57098387469713
-429.1937565682732,68.76464576716238
-419.9744632138094,54.95089884808803
-410.7446373574719,41.13017617759984
-401.5215678177317,27.285488034999307
-391.98054241628506,13.704299889011455
-381.42181791732173,2.2113009572615248
-368.0853726893674,-6.985027914154864
-352.0982397893077,-10.990554712922126
-335.63113354420926,-12.37161882499428
-318.9896414649099,-12.122828225534741
-302.3778725623081,-11.701472509736053
-285.7553197695698,-13.262532226222048
-270.11855005116894,-18.91001915230153
-255.6653385501878,-27.21600118467095
-244.24793832782026,-39.26043873951634
-234.38683721541517,-52.63425659256761
-224.84511511820185,-66.3022289438471
-215.03413021681055,-79.78091178675089
-204.55886193788382,-92.69720642248093
-193.56257056267904,-105.15123508957065
-182.3602680962036,-117.41426192828554
-171.24202597882535,-129.75838711031474
-159.49566917219323,-141.61788825914763
-147.40572117784652,-153.18239728102702
-134.8063754684528,-164.16026624912766
-121.49928951684463,-174.2261477747208
-107.18933906129702,-182.66039633870338
-92.14340918253248,-189.5686667337419
-75.51242483657285,-190.67095127244002
-59.540167885415705,-185.2609357484762
-47.160309344116584,-174.03144043271988
-37.559920960947125,-160.74632322480593
-31.019783565804058,-148.97437999919742
-26.05732275499278,-133.07875120797254
-16.98817738036882,-118.79488191171139
-6.3328430087429615,-105.92974061895544
5.667303971232495,-94.3169240003077
18.290368685711066,-83.49357786357116
33.194051457120096,-75.91353793717501
49.17165807130724,-71.31838533531776
65.80404999797287,-70.63639597187701
82.43339904245178,-70.27713813461874
99.05921580674188,-70.02881903327939
115.7073212667809,-70.41256900331977
128.1784301011436,-70.20524832458877
128.84425934616579,-70.34265433363167
143.00620328497962,-70.3679901437389
159.6705915907204,-70.66712461551437
176.326643126993,-71.13145761393731
192.98637546334228,-71.78251787908758
208.77523363671386,-76.71849378794303
223.1175177004901,-84.8040608485539
236.2121109917001,-95.16323050148942
249.26050226122143,-105.52821879104671
262.3035564607024,-115.88459043092901
275.3554699428494,-126.24657295093284
288.12219024143474,-136.39676944792308
289.04317085875874,-137.12026115022402
